PROP_ID,Feature_ID
P68170490,034
I68902630,021
X70692824,034
D70444854,021
L69590774,021
H69624150,004
B68986618,009
D70588136,029
J70568650,003
V70178464,006
K69747318,025
P68898020,009
N70653242,035
Z68741342,002
G70685366,021
D70931288,012
S69941152,009
A69936662,004
G70101254,012
R70663678,039
W70046872,021
X70693464,004
U63825138,034
F68905542,029
C70129996,002
V63375674,034
S70856516,025
D71371044,035
D68826606,025
F70597416,035
J70752356,002
O71605274,029
M71187602,035
Y70586846,039
M68128142,035
X70899826,011
O70395060,012
S70799946,009
A71347174,039
L68723964,039
T69948506,035
L70986046,029
V71122924,004
D70601926,003
W71033352,034
T71534022,039
Y71582604,012
W48194055,035
A70532442,012
R71299286,002
W67172400,009
A35500105,012
E69268956,004
G70539194,029
A70769646,035
J70545678,009
Y71520050,021
P64736424,035
B71798272,034
R71160186,001
D70002306,011
Z71330028,004
Z71148122,009
D67727860,004
U70584138,009
Y70233136,004
X70487304,006
B70606078,039
S69805186,025
C70999024,006
W71577570,035
U71679540,029
N69844838,035
X70047512,039
Q70022562,035
U70674714,039
G27675531,035
D71571876,012
K70469274,002
M70724344,003
X71390794,006
D70504924,011
N70265836,002
P71287284,001
R70310144,039
N71713770,025
Z71430004,002
N65344616,011
X70947132,001
H70047978,012
Q69334062,009
K70077228,034
R70628726,029
N67698528,006
Z71298072,006
D71655638,034
P71433148,039
V68623144,029
P71367578,003
T69626120,012
Y69917586,035
X71783784,029
T71105840,009
R69623472,021
B71634514,001
A70657692,035
Q71227292,006
E70697650,006
X69114326,009
W61260842,011
C70931258,011
D49976516,025
S71328304,004
J70275376,009
I70281336,006
L70427714,006
X70965832,035
H71470142,025
C71531224,035
K71152868,003
A70170882,001
A70830006,029
V71066198,034
F69991594,025
Z70191158,035
E69259918,025
K70527802,025
I65625664,025
B70449546,009
V70811442,034
C70939502,006
R70584024,021
T70908686,002
M71258960,035
H68852068,021
K70087882,003
M65338158,001
T71545630,001
J70340828,029
A70332894,035
F71794490,034
H70062684,009
T70618328,002
P68382188,034
J69914934,035
D70504924,009
H70433576,025
S70659280,011
R70158018,011
L70672206,034
O70474752,012
H70727986,006
H70157658,039
T66215566,012
Z71273902,034
G70547934,011
F70426364,035
S70004166,021
F70252468,025
B70683112,004
V70624652,029
N70070522,009
K70606572,025
J68874620,034
C71319572,029
Z67665736,021
H70877406,004
J70657690,011
E71583426,003
L70601414,006
B70881712,001
P70852768,001
I68794404,009
O69042612,035
F70804476,011
D70348166,002
U70803986,003
D68997030,001
B69418806,011
T68852234,039
D70380932,003
Z70797964,004
G70308682,006
I68525364,034
V70080488,002
V71536522,011
Q70149912,004
Z71598470,006
L70768888,039
G71402154,001
O71087126,004
E70174628,035
Y70681306,025
C69263416,035
D70933322,039
N70119614,004
L68461090,002
I66637378,011
B70986160,035
V70382560,006
J70797570,001
O69439788,003
V69287426,009
U71711974,011
O71602006,012
R70800294,002
K70526840,003
X70682566,011
I71026976,004
D70508522,025
M70441002,002
K70484196,001
P70585242,025
P71608370,029
V65301914,035
W71576856,011
U70687108,021
K70281400,012
M71397862,006
V70698376,002
X71482854,029
O69705526,034
O70097170,004
Q70660654,001
Z70607422,029
Z71073926,011
Y70987398,029
I70750936,011
M71657618,002
D71704624,034
U68592722,009
N70325646,002
W70787452,035
Q70604300,006
O69601954,009
L70296282,001
L71660996,011
G64870828,011
S70705708,039
N69446952,009
P70852530,035
H69505094,004
E71084072,003
E70425044,006
R71275440,034
W70928838,029
Y70835938,012
C70575982,039
D70825562,003
B68858064,021
R66023086,021
T68869612,034
O70950920,011
D70499776,029
M71584632,025
Q71064486,009
N71005824,025
Z57351024,034
N71648760,035
P71727894,006
R62421134,012
M71565624,003
L71214048,021
V70932524,034
U71382184,002
B71106574,004
R70622630,021
F69594370,009
V70868974,029
U70544864,012
Z71566982,034
Y70677526,029
P66322194,012
Z70753302,034
Q71203212,025
I70781574,034
A70281758,009
B68388168,034
D71354874,021
X63664278,002
K65996628,001
S67630466,003
H70489602,004
I71407518,003
K71548166,035
Y70433524,011
X70924984,002
Q70726092,021
O71125800,011
D70658368,006
Y55625886,001
L69768490,035
T71005344,003
Z71652476,021
Z70021896,006
M70813072,001
R56251492,002
T69037186,021
Y69438456,039
F69936814,004
Z66187148,029
X70528722,002
D71264266,002
P69481792,035
B71782386,034
Y71588104,009
Q70867734,034
M71459594,035
G70631848,003
Z71106886,025
M71026892,035
C63001170,002
K70294364,029
J71014144,012
C70961838,001
Z71063798,006
O70443248,009
S70195030,029
P71029710,012
B71670312,025
R70984904,029
I47782121,025
G71095924,035
R70819434,025
Z70880026,035
V70497096,002
N70517698,039
Z68949394,039
N70091970,025
A71013412,006
I69531336,029
C71001632,025
L70027620,002
H69800970,006
Q69971174,011
B70156560,039
X70036616,004
S70951410,012
D65009828,034
E71474880,004
W70104176,039
H70419892,011
Q69971174,006
C71757896,001
Q69635118,034
Y70642698,034
X70499112,021
H70828528,011
Q70473062,001
P70247048,002
Z68336846,003
H71700484,009
B71702752,021
Z70742856,011
Q70181732,004
X70440806,021
M71026804,003
V70875532,011
Z69315750,011
O71155086,004
G70504810,012
I69928388,035
A71075752,004
P71354958,003
S70847866,006
A70599026,003
I71197114,009
T71585466,006
N70815350,001
S70867100,003
R69923710,011
L70500202,011
J70601290,029
L70357570,003
O71382924,011
C70942336,035
A70549034,035
W70210854,001
B71661118,002
Z71007002,002
I70198248,035
T70076326,012
N62965690,012
P64261014,003
V70949270,011
Q71231730,011
Z70072578,003
Z35755659,025
E70825892,001
B70613262,009
I70101744,021
V69935594,009
L69270668,035
J70542544,011
Q70365770,039
O67908910,025
H69920532,034
N70800638,001
D71777902,025
S69940670,001
X70841778,006
P71728530,009
A70306592,021
I67956698,021
H58382952,009
V69980956,035
F70084058,021
P69552718,009
R71563218,001
O68626762,035
W71203392,035
M71704788,006
Y70344132,002
F71170616,012
K70873362,001
Z71165348,035
A67669682,021
B70061396,035
N70158660,011
V64982102,003
D70633466,002
D70933322,034
W71023392,029
X69592876,029
E70720636,004
M71568998,004
G62473582,039
C69382122,011
E67258934,003
O70910088,009
O71508680,002
W57425688,006
N70864952,006
M70724074,004
N69157034,025
W67729610,001
G68923864,021
J70479190,006
S65748490,003
T71103382,006
G68688720,006
N70868516,001
V68856830,001
D57206844,009
Z70601620,006
H70825548,011
Y64521622,025
S70710712,035
X70801202,034
G70992150,004
Y70481474,009
F70166300,029
U69799624,003
W3181096,025
C71075806,012
B71548840,025
Z70284746,025
A71492966,002
H70701580,009
M70416876,009
B70718436,001
D70607614,003
J70230404,035
X70641868,025
C71390830,009
O71454626,004
B69991286,012
W68731624,025
D65478606,006
R70718402,001
N71579194,006
W70668342,006
M71160658,001
R70608292,003
R71316376,034
N69333950,029
B70466928,003
Z70753302,035
L45741083,035
C65895582,029
K59179104,011
M71150794,034
M71746952,029
S70354704,029
R70405004,025
I70859292,035
L69446976,035
R70583276,001
K71144186,025
P70474702,009
A71507894,012
J70253036,012
T71238368,025
L65354404,006
M70724344,002
B69951270,009
S68230504,034
K70633060,029
J71015262,039
S71004948,012
S69167008,004
P70927826,039
I71705954,002
E70624734,039
W70402326,029
E70166140,035
Y70482160,039
G62473582,009
P71774140,029
N69914206,039
J71556080,029
B71312816,025
B70944490,029
Y70006892,002
V69806092,001
J70996472,025
U71761466,006
H71113138,025
X70825896,025
U70460584,004
B70890830,029
P69964826,039
J70511938,034
E71593030,003
N70677996,003
O71395410,012
N71120278,001
A71792456,029
R70489794,025
Z70927108,001
S70338642,012
S69394172,002
Z71273902,021
H70601366,021
X71567880,021
V51017318,006
Z68445888,012
U71022618,021
M70894100,034
F68336478,009
I65631186,009
B71686570,012
D71583482,002
J70218828,029
F70913362,001
I70113276,002
M70926996,002
F71679264,011
J70564406,034
F70252468,004
B70241538,025
P71230630,006
E69386292,002
L69552470,002
U70436012,001
B70962076,009
P71371702,025
Y70684596,011
F70524174,003
R70895396,009
I71539954,035
B68430044,021
A70124208,034
D70706682,003
H71479412,004
T60794204,039
M70867664,034
C68916076,004
L70076668,001
V71569360,035
L69232318,004
D70182096,012
E70405586,034
Q71526514,012
A70550060,004
R70389848,001
M71066150,034
B70444900,021
T67008566,006
Y70160060,009
S68151522,001
L70657104,039
J70373426,039
L70500206,012
V71568694,029
D70870462,012
P70846378,034
H69657980,034
K71217888,021
I71663450,021
Y71001782,006
N27845375,006
Y70368436,006
U70354336,035
O71014140,035
Y70800662,004
N70908660,021
P58857756,035
O71729880,001
J38452691,035
N69223808,029
A70059486,006
E70888864,035
S70612870,006
U70094458,011
V70282128,003
A68642618,006
S70121832,034
M51857702,021
B70456990,025
D70302352,002
U71390870,025
B69384872,006
J70101078,034
H68679336,009
O71772540,009
U70620402,021
A70081934,011
A71644792,012
H70281252,039
J70382940,039
Y70502004,011
N71377662,001
P70742960,012
J70372132,039
O70487442,035
C70135692,025
I71173860,035
U70763904,035
W68238514,011
T68418182,006
W71005832,035
E70421190,006
W71004430,039
D70597418,035
O69042370,002
S67101712,001
X71594776,021
X70300018,003
Z70851212,004
P70949542,025
K68818546,003
X68373150,003
G70787494,001
M68736014,006
M71441794,035
O59141322,021
X71015484,029
G70964776,012
X70769060,011
O70266188,034
C70612720,003
A71699414,004
O62459060,029
S71066298,035
Z71365152,025
C55763658,029
X70677488,039
I69907456,001
K70811268,021
P71603060,021
S70760828,034
V55874710,039
V70367834,025
L69020036,002
G69690370,025
J71323958,034
V69212844,034
N70624724,011
Q71226182,006
Y70480216,025
R70753468,021
R71428994,003
J70752356,001
K68815590,025
O68657152,039
M63137502,009
A71214258,011
V69174118,034
U70912684,012
E70758076,021
Q71704854,009
W70846536,006
C70966982,001
Y70832214,035
W68600316,009
N69311428,034
Z70802526,006
R70872536,012
Y69329620,002
N70401428,025
W70091974,025
J70597972,011
W70360018,004
T71744400,006
V70940762,029
Q70800240,009
G69954330,034
M71208046,025
B70195252,012
V71717560,006
L70866494,003
R55629402,012
E69681642,003
O71396558,029
X69849718,004
B68769058,001
Q69355106,012
D71747226,025
Y70823972,021
P70841144,009
A70720496,006
Y70765418,009
E70933318,034
G70632886,001
B71337262,011
Z46185039,039
E71052638,025
Q70477688,006
N68427898,029
Z69919572,029
S70204106,035
M68736014,029
M69057832,006
M68684612,003
N69577124,029
Q71798122,011
W70859464,003
G71268438,004
R70371484,029
E70907572,029
U70155016,002
F71084168,012
W65637434,006
R69610452,001
Q71347908,011
J69414194,025
X68706830,021
F70748030,002
T70677478,011
F70880590,035
A35500105,009
M69990252,012
G69855622,003
K71458008,003
P71664470,011
K70804184,029
F68647786,021
A70846504,025
E70612000,039
X66523234,034
N71112338,034
A71399722,006
K70994356,035
Z70441490,012
R70824574,025
E70884184,012
E71620670,003
E70806590,029
V70080958,004
G70889002,009
X71022146,012
U70684794,039
M65549542,009
R69563900,006
A70970590,004
P71394804,029
O70162586,035
L69428562,006
T70067056,034
A70249438,021
N71648760,034
A70801800,034
S71387578,025
J70922170,012
P70422408,006
X70890696,002
C70124092,003
W70697350,012
A70857638,034
O71382924,021
U69334158,003
M67739504,039
M71395482,012
H70860172,029
F70500334,035
V70803616,034
V70533964,003
Q57977732,011
D14133101,009
Z69961958,025
V69786902,002
S70720522,012
D71729144,006
W70912380,003
L70611998,001
K69069814,012
Q71635470,003
C71441110,029
N69299446,004
M70895318,039
G71310070,006
J67096908,035
M66650214,012
E68843916,029
U70564116,002
G69724428,004
K70022966,003
S69200552,029
G70382276,035
K70798340,011
C71170872,003
G69428122,029
O71674264,004
D71747268,039
M71611674,039
V71424878,004
U70967622,006
Y70017112,002
K70482788,035
D68429884,012
N68476714,025
S69306562,004
M64566920,001
O70929378,006
I71630360,012
N62383554,004
G70923050,025
N70634340,021
B71226962,009
K69632824,006
U71430614,004
X70090136,025
B70300882,012
A69118116,039
V70750778,039
B71102846,004
I71256062,006
L70831460,025
B70737644,035
N71729728,006
B55922356,006
M71026892,025
A69887210,029
Z70659526,011
K71023582,003
B70255218,039
Y69628522,012
W70301900,025
L65422442,025
T71224458,001
N70699884,006
A70434086,001
C51695086,029
M68264784,002
R70280524,006
U70361534,039
S70157820,003
R71182838,002
L69882120,006
V68212614,001
Q69296352,021
N70359266,035
I71386444,012
Z65637428,004
C71136566,009
X71645984,035
A70044482,029
J70426328,034
Z70909120,021
B70327070,003
X71241002,004
M71655914,025
O70661136,004
B71789904,035
V70434974,006
R67731108,003
Q71463568,009
V70930664,035
E71169492,012
D70857974,004
P71547302,001
Y71503280,012
P70204206,002
R69685636,009
V71563338,029
E71003874,004
P70968422,025
W70682518,021
I70086766,029
A69368952,001
S70016204,029
V70949270,025
V71154894,003
O70931854,035
D70970788,009
Y70608276,011
A70589534,003
R70340474,003
G68768148,001
P71006012,025
C70090958,002
H58996132,004
F70461530,034
V70828828,012
S68633614,001
Z69549722,009
W57425688,002
P71638586,035
W70711116,011
H69985086,012
I70611648,006
N63664450,003
I70472600,011
Y70532360,034
K70956358,021
E69080200,021
C70613220,039
I70208182,029
F70027172,004
Y70749384,029
C70689484,009
L70296282,011
L71548338,001
N70771590,006
Z48634083,006
J68282628,025
E70707418,035
C71604298,002
E70274806,004
K68387752,001
M70192810,009
S71173392,025
N71488232,009
J71356108,012
B70435566,025
H64061334,003
A70586090,002
N71280140,029
V26407423,034
W52787056,006
M70452454,012
W70628286,003
Q71116092,012
F70306246,006
P71123954,004
V69319104,003
P70476832,004
C47767695,029
J71614906,002
N70813574,035
C70748624,011
H66185322,011
A70054990,039
I67632184,029
Z71272654,006
Q69971174,021
C70509836,021
W71681020,006
B71773870,029
V70942874,002
H70469122,021
A70023226,011
U70493260,034
W71313150,004
W70568894,002
M70542490,009
A68918804,012
B52560376,011
Z70865304,011
G65337888,034
P71350798,006
V71759744,039
G71300976,012
X70583214,006
M70089718,001
J70031002,003
U70946712,029
B71214676,021
X70775656,021
Y71173798,012
N70504196,001
W69198814,025
K63369996,011
N71737546,025
C63181164,003
D69545866,039
M71387934,006
R69923710,004
D71138308,001
B71674268,002
Y70013838,001
Q70601730,039
X70878542,002
F70327322,002
T70494800,011
E70908200,006
T64653912,004
T71774842,034
M70452454,006
M31164723,012
G70510840,021
Y70549266,009
T68629808,029
L70419670,029
F70601636,003
Q71735472,012
P71176496,029
H71708770,012
R69106502,029
V64550800,025
W68205274,012
Z71428292,001
R71162122,025
R63761704,004
O49852472,021
F63430038,009
E69282184,009
R71475794,034
Q71609404,004
Y70098152,012
S70098368,034
Y65694492,011
B70968982,035
Y70738874,029
Z70500172,001
U69764970,039
D71235070,011
P70684370,006
E71025874,021
K68815590,034
Z71143574,021
J71012946,035
U70165598,029
X71011962,011
H70846468,003
I70533546,035
Z68921190,021
C69382122,035
V70495210,034
M71004520,011
H70636178,006
H70914728,025
B50023038,029
B71449172,002
S70531442,002
L60880118,004
O71473064,011
I70392224,035
T70524840,006
Z70535658,003
P70338218,002
F71119172,021
Y67380652,004
O71523536,006
S71562416,006
B70429130,001
X70491630,006
V68272962,029
D70879778,006
V71702468,025
O71120348,003
B69662644,012
H70460346,001
X70178128,025
O71461970,035
N70745622,004
A70199886,035
N70952982,009
J70072386,006
P71287284,021
W68939338,001
U70784994,003
Q36505677,035
Y70833416,011
F70441314,001
I69789112,012
Q71722322,001
Y67108018,001
M71066150,003
A70495174,003
H70811346,034
B71723630,039
O70796698,006
A70097432,001
V70212882,034
V70915164,006
Z71425442,025
D70879778,012
O71407620,001
I70130602,003
O70633234,001
N69446952,002
W63429992,011
W70914936,009
F67520544,002
E69932914,001
V68812718,002
R70994798,035
D71606464,039
R71057902,002
Q64402386,025
M71333654,021
I70531626,002
S71285062,039
W71545116,001
O71014140,011
F69065826,006
M69521406,012
R69870470,001
N68913478,006
C69996196,002
N70604076,001
A70828266,003
Y69764804,004
I69748042,006
F70528878,001
X70547070,003
P70462430,002
F63511044,039
F71564590,011
G71000112,034
I70192028,021
G71740034,006
Q70839568,035
L71421168,009
A70566726,034
Y70436694,034
B71610360,002
Y69367666,004
N70912458,009
O70185220,035
O70218144,034
S69620724,001
M70760282,039
L71415236,001
C70484296,001
V11436603,004
T70749526,021
M70963688,002
Q71022346,011
N70349486,004
T70703458,034
B71645178,035
F68752544,039
R70568256,029
Z70398640,002
Q70594752,001
E71390434,001
X70062892,009
N71655334,035
Y71579792,002
J70912288,011
W69551920,012
J70725726,029
M71360726,034
F71243928,025
S70072418,012
P67845204,034
J69991288,039
T70138420,034
J70824784,011
S69933672,006
Q71659020,021
Q28048080,039
O70706636,002
I70384188,001
X71304500,003
E70880004,011
B71649100,039
D70335766,025
O71014140,034
Y70401814,021
S71010110,025
T71051948,003
G71488498,011
C68421638,012
X71533306,001
R71245310,029
N70760502,029
O70743758,006
B70223258,011
J69715164,025
I69870798,001
I65715902,021
W71236080,029
P70547868,012
Q70489178,001
V70811442,002
D70743154,021
E70737708,012
W70742978,001
G70200120,034
G70514306,021
Q71209420,009
R70994798,025
Y69514066,009
D67632828,006
F71504958,009
B70452476,006
R70427754,011
K70914698,034
B71324002,025
Q71253500,004
E70944492,002
Q70933306,006
W70641646,003
E71272650,039
F71433076,021
D70316524,035
Y70648590,035
V70365366,034
D70250794,034
N68604502,011
B70804366,001
W69922524,002
W69946260,004
V71368092,012
J68660928,035
U71767544,035
L71196700,021
N70611088,004
K70445698,009
T71679034,034
Y69963660,029
G70029606,001
A70764186,001
L70305484,006
B70492220,011
W69185284,004
E71326812,025
V70677516,034
L68830584,029
F71112298,029
Z69999438,012
V70944132,004
V70227598,021
S70910280,001
Z69809402,003
D70607152,003
A66982610,003
X69601306,003
Q70090138,035
F69935186,029
Y70526258,001
Q64267024,001
G68700538,012
F71001402,034
T69378320,004
P71146416,003
I66807392,035
X70801202,012
M68902652,035
O71150064,001
B70933764,034
R70568256,002
G70771656,029
Z70604570,035
N71158876,009
M71602112,011
Y70744832,002
S71416632,025
P67956088,004
T70296128,034
X70972528,029
L70893866,004
P71787018,009
T70059254,009
G70677548,012
C70413864,002
T70610130,006
Y70644298,039
T71777194,025
V56723506,025
P71158042,012
U70644632,004
R70943072,029
J70622870,029
J71503652,029
S66671044,039
Q70846692,004
H68852068,002
T51857098,021
O69545588,001
U71313932,006
N68629496,039
X69630510,034
P69970542,009
Y71014394,002
Q67540820,035
V63763280,009
S69935212,034
W70118410,025
G70402204,025
S71586742,004
I70270826,035
N70363538,001
J70761470,029
H50127162,012
T70416850,034
Q68391220,006
Z70741848,001
M69162698,009
N71583926,021
M70187980,001
I68863516,034
C70624700,021
Y70829200,025
K71250226,021
C69351016,021
Y70480564,001
R69390858,004
U71281784,035
P71150150,021
M71697532,006
T70764398,003
B70258296,003
J71425110,012
A70190026,009
Z70139994,006
D71327410,006
Z70511540,034
K64332468,003
Q69201628,003
G70750394,009
M70128440,011
J71003876,025
E71118452,025
